"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"2848485" "Sfem" "Fseu" "Pint" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J2" "A1" "R1" "Q2" "O2" "M2" "T2" "D0" "B2" "I1" 117 43 1.79175946922805 4.12713438504509 10.552081829047 2.19722457733622 12.405656841875 9.79154989929526 10.8285001382222 2 42430 4.11087386417331 2.63905732961526 4.23410650459726 0 12.0774491892582 0 0 3 2 10.5487566528516 1 4.85203026391962 18 0 10.6518092358407 0 4.40671924726425 "Cnon"
"2849971" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O2" "M1" "T1" "D0" "B2" "I1" 86 45 1.09861228866811 2.99573227355399 6.91174730025167 0 0 0 0 1 15673 2.99573227355399 2.63905732961526 4.15888308335967 0 0 0 0 1 0 0 1 6.91174730025167 4 0 9.66985164850143 0 0 "Cnon"
"2850135" "Sfem" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A1" "R1" "Q0" "O2" "M1" "T1" "D0" "B2" "I0" 82 41 1.6094379124341 2.63905732961526 8.5249629286806 1.94591014905531 8.74241458252541 8.74241458252541 0 1 -768 2.63905732961526 2.63905732961526 4.00733318523247 0 0 0 0 2 1 8.4906438561827 1 5.14166355650266 16 0 8.5249629286806 0 3.85014760171006 "Cnon"
"2850286" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A0" "R1" "Q0" "O1" "M0" "T2" "D1" "B1" "I2" 79 24 0.693147180559945 1.79175946922805 11.2886938218988 0 0 0 0 1 1485 1.79175946922805 2.70805020110221 3.3322045101752 0 0 0 0 1 1 11.2886938218988 0 0 5 0 11.3233859210698 0 3.04452243772342 "Cnon"
"2851762" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A1" "R0" "Q0" "O1" "M0" "T0" "D0" "B1" "I0" 57 43 0.693147180559945 1.94591014905531 0 3.36729582998647 9.37305428246393 0 9.37305428246393 1 -102 1.94591014905531 2.63905732961526 2.94443897916644 0 0 0 0 0 0 0 0 0 0 0 6.85118492749374 0 3.87120101090789 "Cnon"
"2852336" "Sfem" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B1" "I0" 42 42 0 1.79175946922805 0 0 0 0 0 1 1038 1.79175946922805 3.17805383034795 2.99573227355399 0 0 0 0 0 0 0 0 0 0 2 2.83321334405622 0 0 "Cnon"
"2941380" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J1" "A2" "R2" "Q1" "O1" "M1" "T1" "D1" "B1" "I1" 214 51 0.693147180559945 2.63905732961526 9.50718038221273 3.3322045101752 11.388246204926 0 11.388246204926 1 4114 2.63905732961526 2.70805020110221 3.2188758248682 0 0 0 0 3 2 9.43970453510345 0 0 5 0 9.93769572386586 6.21660610108486 2.19722457733622 "Cnon"
"2941523" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "I1" 205 61 0 0 10.8620711966005 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 10.0060441408612 1 10.3089859934221 0 0 10.8620711966005 0 0 "Cnon"
"2941573" "Sfem" "Fcou" "Pemp" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A1" "R2" "Q0" "O0" "M1" "T0" "D0" "B2" "I0" 199 47 0 3.04452243772342 4.66343909411207 2.30258509299405 11.7896780273293 0 11.7896780273293 2 -174 3.09104245335832 2.63905732961526 4.04305126783455 0 0 0 0 2 1 0 1 4.66343909411207 31 0 7.93020620668468 0 4.06044301054642 "Cnon"
"2942100" "Shom" "Fseu" "Psan" "K0" "V1" "U1" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O0" "M0" "T1" "D2" "B0" "I2" 158 64 0 0 10.0372314225857 0 0 0 0 1 4524 0 3.73766961828337 1.09861228866811 0 0 2 11.778384934345 1 0 0 0 0 0 0 11.9668568752864 11.778384934345 0 "Cnon"
"3041942" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A2" "R2" "Q1" "O0" "M1" "T1" "D1" "B2" "I0" 256 57 0 2.63905732961526 5.65948221575962 2.30258509299405 7.77233157516961 0 7.77233157516961 1 7911 2.63905732961526 2.70805020110221 3.87120101090789 0 0 0 0 2 0 0 2 5.65948221575962 16 0 8.71012492732221 0 0 "Cnon"
"3044574" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "J2" "A1" "R2" "Q0" "O2" "M2" "T0" "D0" "B2" "I0" 297 48 1.09861228866811 3.40119738166216 0 1.38629436111989 9.95494083412504 0 9.95494083412504 1 -5194 3.36729582998647 2.63905732961526 4.18965474202643 0 0 0 0 1 1 0 0 0 11 2 8.63248423575097 5.30330490805908 4.31748811353631 "Cnon"
"3142910" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J0" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B0" "I2" 231 54 0 3.09104245335832 11.1387264387361 2.19722457733622 9.92083619087074 0 0 1 10118 2.89037175789616 2.63905732961526 2.39789527279837 0 9.92083619087074 0 0 2 1 10.6443290589587 1 10.1973132144359 2 0 11.294309150238 6.21660610108486 0 "Cnon"
"3143120" "Shom" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q2" "O1" "M1" "T0" "D0" "B1" "I1" 223 38 0.693147180559945 2.30258509299405 0 0 0 0 0 1 9199 2.30258509299405 2.63905732961526 3.3322045101752 0 0 0 0 0 0 0 0 0 14 0 9.58809164151683 0 0 "Cnon"
"3144171" "Shom" "Fcou" "Psan" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E1" "G1" "F0" "L1" "H1" "J0" "A1" "R2" "Q1" "O0" "M1" "T2" "D0" "B1" "I2" 261 42 0 2.30258509299405 10.9749170473512 3.91202300542815 11.8926350624787 0 0 1 2094 2.30258509299405 2.63905732961526 2.77258872223978 0 11.8926350624787 1 10.9933954005741 4 2 10.4236791780524 1 9.04782144247841 0 0 11.7172775575849 11.0264671976525 0 "Cnon"
"3145085" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A0" "R1" "Q1" "O0" "M1" "T0" "D0" "B1" "I0" 161 33 0 2.39789527279837 0 0 0 0 0 1 6331 2.39789527279837 2.63905732961526 3.2188758248682 10.5713425658087 0 0 0 0 0 0 0 0 18 0 6.42648845745769 0 0 "Cnon"
"3145477" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J1" "A0" "R1" "Q1" "O1" "M1" "T1" "D0" "B1" "I1" 147 36 0.693147180559945 2.83321334405622 9.40713994795079 0 0 0 0 1 5686 2.63905732961526 2.63905732961526 3.55534806148941 9.61587214452889 0 0 0 1 0 0 1 9.40713994795079 15 0 9.96777604241849 0 1.79175946922805 "Cnon"
"3145526" "Sfem" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R2" "Q0" "O0" "M0" "T2" "D2" "B0" "I1" 286 32 0 0 10.6337137313375 0 0 0 0 1 126 0 4.36944785246702 0 0 0 0 0 1 0 0 1 10.6337137313375 0 0 10.6366724201276 0 0 "Cnon"
"3145563" "Shom" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A1" "R1" "Q1" "O0" "M1" "T1" "D0" "B2" "I1" 143 38 0 2.99573227355399 9.31253588429085 2.07944154167984 10.0718792037966 0 10.0718792037966 1 4141 2.484906649788 2.63905732961526 3.66356164612965 0 0 0 0 1 0 0 1 9.31253588429085 11 0 9.70929582317169 0 0 "Cnon"
"3145644" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G1" "F0" "L1" "H0" "J0" "A1" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 140 39 0 0 0 0 9.93256080002184 0 0 1 70 0 3.61091791264422 1.09861228866811 0 9.93256080002184 0 0 1 1 0 0 0 0 0 2.19722457733622 0 0 "Cnon"
"3145867" "Shom" "Fseu" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E1" "G1" "F0" "L1" "H0" "J2" "A1" "R1" "Q1" "O0" "M1" "T0" "D2" "B1" "I0" 131 38 0 2.19722457733622 0 1.94591014905531 10.6640597094109 0 0 1 3227 2.19722457733622 2.83321334405622 2.94443897916644 0 10.6640597094109 0 0 1 1 0 0 0 0 0 8.71358200542163 0 3.13549421592915 "Cnon"
"3146067" "Shom" "Fseu" "Pint" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J2" "A2" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "I0" 123 59 1.09861228866811 3.55534806148941 5.24702407216049 2.30258509299405 12.3900969185464 11.0398932541978 12.0900948544389 2 -42411 3.55534806148941 2.63905732961526 3.78418963391826 12.5794655621453 0 0 0 1 0 0 1 5.24702407216049 13 0 5.28826703069454 0 4.74493212836325 "Cnon"
"3146161" "Sfem" "Fseu" "Pouv" "K0" "V1" "U2" "X2" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "I2" 120 57 0.693147180559945 2.89037175789616 12.5028866447269 0 0 0 0 1 3998 2.70805020110221 2.63905732961526 3.87120101090789 0 0 1 10.6731327040688 3 2 12.3846915225246 1 10.3089859934221 0 1 12.670174518623 10.6731327040688 0 "Cnon"
"3243479" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A1" "R1" "Q1" "O0" "M1" "T1" "D0" "B2" "I0" 170 37 0 2.39789527279837 7.66199755890189 0 0 0 0 1 3328 2.39789527279837 2.63905732961526 3.73766961828337 10.2781841269727 0 0 0 1 0 0 1 7.66199755890189 16 0 8.69634305704456 0 0 "Cnon"
"3243640" "Shom" "Fseu" "Pemp" "K0" "V0" "U2" "X1" "Y2" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "J2" "A1" "R2" "Q0" "O0" "M1" "T1" "D0" "B1" "I0" 238 41 0 2.70805020110221 5.63478960316925 2.56494935746154 10.275809442051 7.66481578528574 10.1995469371174 1 -5244 2.63905732961526 2.63905732961526 3.61091791264422 0 0 0 0 3 1 0 2 5.63478960316925 10 1 6.17378610390194 5.30330490805908 4.34380542185368 "Cnon"
"3244235" "Shom" "Fcou" "Pemp" "K1" "V0" "U2" "X2" "Y1" "R1" "N1" "E1" "G1" "F1" "L1" "H0" "J2" "A0" "R1" "Q0" "O0" "M2" "T1" "D0" "B2" "I0" 138 32 0 3.13549421592915 5.74939298590825 3.68887945411394 13.0446201904719 5.47227067367148 9.53892443574839 2 -2897 3.13549421592915 2.63905732961526 4.04305126783455 11.9528628507479 13.0136082175673 0 0 3 2 0 1 5.74939298590825 15 1 7.07242190053737 0 4.58496747867057 "Cnon"
"3244536" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R1" "Q1" "O0" "M0" "T0" "D1" "B1" "I0" 125 50 0 1.38629436111989 0 0 0 0 0 1 2646 1.38629436111989 2.70805020110221 3.09104245335832 0 0 0 0 1 0 0 1 0 0 1 7.8407064517494 0 0 "Cnon"
"3245197" "Shom" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "J2" "A1" "R1" "Q0" "O1" "M1" "T1" "D0" "B1" "I0" 102 45 0.693147180559945 2.07944154167984 7.90248743716286 0 6.94505106372583 6.94505106372583 0 1 1570 1.94591014905531 2.63905732961526 2.77258872223978 0 0 0 0 1 0 0 1 7.90248743716286 0 1 7.90248743716286 0 2.89037175789616 "Cnon"
"3250756" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B2" "I2" 236 45 0.693147180559945 4.47733681447821 11.5124653591378 2.19722457733622 12.4580057712672 0 0 1 155776 4.47733681447821 2.63905732961526 4.07753744390572 0 12.4580057712672 0 0 1 1 11.5124653591378 0 0 25 0 12.5764492909658 0 0 "Cnon"
"3251040" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A2" "R2" "Q2" "O2" "M2" "T1" "D1" "B1" "I1" 224 53 1.09861228866811 4.68213122712422 7.75619534394812 2.99573227355399 9.92304505175166 0 9.92304505175166 1 51583 4.68213122712422 2.70805020110221 3.46573590279973 0 0 0 0 1 1 7.75619534394812 0 0 4 0 10.2058858088236 0 0 "Cnon"
"3251634" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 198 49 0 0 0 0 0 0 0 1 1056 0 2.63905732961526 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 7.40731771046942 0 0 "Cnon"
"3252260" "Sfem" "Fseu" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J2" "A2" "R1" "Q1" "O2" "M1" "T0" "D0" "B2" "I1" 174 58 1.38629436111989 2.70805020110221 0 0 0 0 0 1 2437 2.70805020110221 2.63905732961526 3.91202300542815 0 0 0 0 0 0 0 0 0 0 0 9.11007795003779 5.30330490805908 3.40119738166216 "Cnon"
"3253668" "Shom" "Fcou" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "I0" 115 36 0 1.38629436111989 0 0 0 0 0 1 1188 1.38629436111989 3.09104245335832 1.94591014905531 8.8538082749772 0 0 0 0 0 0 0 0 0 1 5.14749447681345 0 0 "Cnon"
"3256410" "Sfem" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O2" "M1" "T0" "D0" "B2" "I0" 77 22 1.38629436111989 2.56494935746154 0 0 0 0 0 1 2994 2.56494935746154 2.63905732961526 4.04305126783455 0 0 0 0 0 0 0 0 0 31 0 8.42463920980563 0 2.70805020110221 "Cnon"
"3256479" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q1" "O2" "M0" "T1" "D1" "B1" "I0" 77 23 1.09861228866811 1.6094379124341 5.6021188208797 0 0 0 0 1 2777 1.6094379124341 2.70805020110221 2.77258872223978 0 0 0 0 1 0 0 1 5.6021188208797 0 0 8.34117174717076 0 0 "Cnon"
"3256535" "Sfem" "Fcou" "Psan" "K0" "V1" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R0" "Q0" "O0" "M0" "T1" "D0" "B0" "I2" 38 65 0 0 10.2835322832974 0 0 0 0 0 0 0 0 0 0 0 2 9.47868670812122 1 1 10.2835322832974 0 0 0 0 11.8814291724221 11.6553881050023 0 "Cnon"
"3340129" "Shom" "Fseu" "Psan" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "J2" "A2" "R2" "Q0" "O0" "M1" "T2" "D0" "B1" "I2" 313 65 0 2.39789527279837 10.4744106003507 0 8.08978917578932 8.08978917578932 0 1 138 2.39789527279837 2.63905732961526 3.3322045101752 10.8297484170476 0 2 10.5846127578687 3 1 10.4556758246428 2 6.48920493132532 5 0 11.230814511642 10.5971845819015 3.95124371858143 "Cnon"
"3340480" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A2" "R2" "Q2" "O0" "M2" "T2" "D1" "B2" "I1" 306 60 0 4.07753744390572 10.4535723502542 0.693147180559945 9.24676872858973 0 9.24676872858973 1 10789 3.85014760171006 2.70805020110221 4.17438726989564 0 0 0 0 1 0 0 1 10.4535723502542 23 0 10.9959643910982 0 1.94591014905531 "Cnon"
"3341425" "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 279 58 2.39789527279837 4.23410650459726 11.3588064513083 0 0 0 0 2 22306 4.23410650459726 2.63905732961526 4.02535169073515 11.211157990698 0 0 0 3 1 9.22463767667701 2 11.2328675876713 5 0 11.6021901347212 6.62140565176413 0 "Cnon"
"3342318" "Shom" "Fcou" "Pemp" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A1" "R2" "Q1" "O2" "M1" "T1" "D0" "B2" "I1" 256 44 1.38629436111989 2.77258872223978 5.04985600724954 0 0 0 0 1 5803 2.77258872223978 2.63905732961526 3.98898404656427 0 0 0 0 1 0 0 1 5.04985600724954 24 1 9.0146903849709 0 1.38629436111989 "Cnon"
"3342565" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F1" "L0" "H0" "J0" "A0" "R2" "Q2" "O0" "M0" "T1" "D0" "B2" "I1" 249 36 0 1.79175946922805 9.30683167216494 0 0 0 0 1 18392 0.693147180559945 2.63905732961526 3.63758615972639 11.3433345288551 0 0 0 2 1 0 1 9.30683167216494 13 2 9.84903136674007 0 0 "Cnon"
"3343688" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 217 52 0 0 5.01727983681492 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 5.01727983681492 0 0 5.01727983681492 0 0 "Cnon"
"3345060" "Sfem" "Fseu" "Pint" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "J2" "A1" "R2" "Q0" "O2" "M1" "T0" "D0" "B2" "I0" 188 40 1.38629436111989 2.30258509299405 4.61512051684126 0 8.50309426703674 8.50309426703674 0 1 -2242 2.30258509299405 2.63905732961526 3.71357206670431 0 0 0 0 1 0 0 1 4.61512051684126 0 1 4.61512051684126 0 4.36944785246702 "Cnon"
"3346898" "Sfem" "Fseu" "Psan" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 134 25 0 0 4.92725368515721 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4.92725368515721 0 0 4.92725368515721 0 0 "Cnon"
"3348053" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "J1" "A0" "R1" "Q1" "O1" "M1" "T1" "D2" "B2" "I1" 97 25 0.693147180559945 2.19722457733622 8.99193557500915 0 0 0 0 1 3938 2.19722457733622 2.77258872223978 3.76120011569356 0 0 0 0 2 1 8.97853441008332 1 4.68213122712422 29 1 9.48963738789352 0 2.07944154167984 "Cnon"
"3442066" "Shom" "Fseu" "Pemp" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q1" "O0" "M0" "T0" "D1" "B0" "I0" 238 40 0 1.09861228866811 0 0 0 0 0 1 5494 1.09861228866811 2.70805020110221 2.484906649788 0 0 0 0 0 0 0 0 0 4 0 7.83597458172157 0 0 "Cnon"
"3444017" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J2" "A0" "R1" "Q0" "O0" "M1" "T2" "D0" "B2" "I1" 152 31 0 2.30258509299405 10.8237902258001 2.56494935746154 10.8030999713575 9.40302471580568 10.5199966398067 1 -8161 2.30258509299405 2.63905732961526 3.73766961828337 0 0 0 0 4 2 10.8162320037836 2 5.93753620508243 22 0 10.8237902258001 0 4.4188406077966 "Cnon"
"3444087" "Shom" "Fseu" "Psan" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R1" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 147 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.75110146893676 0 0 "Cnon"
"3444787" "Sfem" "Fcou" "Psan" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R1" "Q2" "O0" "M0" "T1" "D2" "B0" "I1" 106 47 0 0.693147180559945 7.91425227874244 0 0 0 0 1 25437 0.693147180559945 3.36729582998647 1.6094379124341 0 0 0 0 1 1 7.91425227874244 0 0 0 0 10.1293075190537 0 0 "Cnon"
"3450974" "Shom" "Fseu" "Psan" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A0" "R1" "Q1" "O2" "M0" "T2" "D2" "B1" "I2" 130 33 1.94591014905531 1.79175946922805 12.1970066735164 3.40119738166216 10.3740847555821 0 10.3740847555821 1 3904 1.79175946922805 2.83321334405622 2.63905732961526 0 0 1 8.61323037961318 2 2 12.1970066735164 0 0 0 0 12.2317550120549 8.61323037961318 0 "Cnon"
"3460239" "Shom" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J1" "A2" "R2" "Q1" "O1" "M1" "T1" "D0" "B2" "I1" 176 60 0.693147180559945 2.484906649788 5.54907608489522 1.38629436111989 9.97324679695098 0 9.97324679695098 1 6048 2.39789527279837 2.63905732961526 3.97029191355212 0 0 0 0 1 0 0 1 5.54907608489522 10 0 10.5086774543369 0 1.38629436111989 "Cnon"
"3460539" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I0" 200 45 0 0 6.08904487544685 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 6.08904487544685 0 0 6.08904487544685 0 0 "Cnon"
"3460626" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A1" "R1" "Q1" "O0" "M2" "T2" "D0" "B2" "I1" 142 49 0 3.46573590279973 10.692285763895 2.19722457733622 12.1337976079098 0 12.1337976079098 1 7923 3.43398720448515 2.63905732961526 4.49980967033027 0 0 0 0 3 2 10.6900112263512 1 4.61512051684126 23 0 10.9372590521661 5.74300318780948 0 "Cnon"
"3462789" "Sfem" "Fcou" "Pemp" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A0" "R0" "Q2" "O1" "M1" "T2" "D1" "B1" "I2" 67 29 0.693147180559945 2.484906649788 11.7146002016688 0 0 0 0 1 20118 2.30258509299405 2.70805020110221 3.61091791264422 9.54688403461792 0 0 0 3 2 11.546118432326 1 9.85066677635255 8 0 11.8713758319124 0 0 "Cnon"
"3462957" "Sfem" "Fcou" "Pouv" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "I2" 209 50 0 0 11.8981946684588 0 0 0 0 0 0 0 0 0 0 0 1 10.5720602385295 2 1 11.7566164641721 1 9.87338910471209 0 0 12.1336578545205 10.5720602385295 0 "Cnon"
"3463505" "Sfem" "Fcou" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A2" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 242 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 "Cnon"
"3740915" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A1" "R2" "Q2" "O2" "M1" "T1" "D1" "B1" "I1" 315 49 1.38629436111989 2.94443897916644 9.40730420550701 2.89037175789616 11.898915492133 0 11.898915492133 1 14035 2.94443897916644 2.70805020110221 3.13549421592915 10.8183973313334 0 0 0 2 2 9.40730420550701 0 0 0 0 9.61693817168028 7.84737183615979 0 "Cnon"
"3742186" "Sfem" "Fcou" "Pouv" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R2" "Q1" "O0" "M0" "T2" "D2" "B0" "I2" 221 55 0 1.09861228866811 11.4091969502075 0 0 0 0 1 2355 1.09861228866811 3.95124371858143 0 0 0 1 8.19395302356374 2 1 11.4018709916816 1 6.49072353450251 0 0 11.460463066394 8.19395302356374 0 "Cnon"
"3742974" "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A1" "R2" "Q1" "O2" "M2" "T0" "D0" "B1" "I0" 188 38 2.30258509299405 3.61091791264422 0 0 0 0 0 1 3009 3.61091791264422 2.63905732961526 3.2188758248682 0 0 0 0 0 0 0 0 0 0 0 8.92837525985363 0 2.63905732961526 "Cnon"
